조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,경기,성남시  ,우리동네구미동&플라잉평생교육원,언론기관부설,,135-89,경기도 성남시 분당구 구미로 60,4층,
2023,경기,성남시  ,블리스(BLIS)편입원격평생교육원,원격형태,,136-25,경기도 성남시 분당구 정자일로 197,,
2023,경기,성남시  ,더헤럴드평생교육원,언론기관부설,,135-57,경기도 성남시 분당구 불정로376번길 37,306,031-704-3345
2023,경기,성남시  ,인어스필라테스&플라잉요가분당점평생교육원,언론기관부설,,135-87,경기도 성남시 분당구 장안로 39,301호_302호,
2023,경기,성남시  ,오름원격평생교육시설,원격형태,,135-83,경기도 성남시 분당구 성남대로331번길 9-14,233호,
2023,경기,성남시  ,생활연구소분당평생교육원,원격형태,,135-58,경기도 성남시 분당구 성남대로779번길 18,402호 일부,1544-0670
2023,경기,부천시  ,풀잎일반문화센터,시민사회단체부설,,145-35,경기도 부천시 부천로39번길 10,,032-655-6308
2023,경기,부천시  ,롯데백화점중동점문화센터,사업장부설,유통업체 문화센터,146-33,경기도 부천시 길주로 300,,032-320-7601
2023,경기,부천시  ,홈플러스문화센터부천상동점,사업장부설,유통업체 문화센터,145-48,경기도 부천시 길주로 118,,032-650-8003
2023,경기,부천시  ,현대백화점중동점현대문화센터,사업장부설,유통업체 문화센터,146-23,경기도 부천시 길주로 180,현대백화점 중동점 8층 문화센터,032-329-4560
2023,경기,부천시  ,세이브존문화센터부천상동점,사업장부설,유통업체 문화센터,145-46,경기도 부천시 길주로 105,4층 문화센터,032-623-9000
2023,경기,부천시  ,홈플러스문화센터부천소사점,사업장부설,유통업체 문화센터,145-42,경기도 부천시 경인로 532,,032-610-8003
2023,경기,부천시  ,이마트 부천점 문화센터 평생교육시설,사업장부설,유통업체 문화센터,145-98,경기도 부천시 부천로 1,심곡본동 부천역사(주) 7층 문화센터,032-610-5055
2023,경기,부천시  ,글로벌평생교육원,지식·인력개발형태,,146-37,경기도 부천시 원미구 부일로 127,,032-323-5552
2023,경기,부천시  ,부천시노동복지회관평생배움터,시민사회단체부설,,144-40,경기도 부천시 상오정로 10,2층 3층일부(오정동 부천시노동복지회관),032-679-2900
2023,경기,부천시  ,한국사회교육원부설역곡한국문화센터,시민사회단체부설,,144-40,경기도 부천시 부광로8번길 60,3층,032-344-4296
2023,경기,부천시  ,홈플러스문화센터부천여월점,사업장부설,유통업체 문화센터,146-82,경기도 부천시 소사로 663,홈플러스 부천여월점 지하1층_ 문화센터,032-680-8005
2023,경기,부천시  ,뉴코아문화센터부천점C10평생교육시설,사업장부설,유통업체 문화센터,144-85,경기도 부천시 송내대로 239,,032-624-8130
2023,경기,부천시  ,열린브레인언론기관부설평생교육시설,언론기관부설,,145-45,경기도 부천시 부일로 581-1,2층,032-329-0109
2023,경기,부천시  ,동광평생교육원,시민사회단체부설,,146-60,경기도 부천시 경인옛로 130,,032-343-5593
2023,경기,부천시  ,부천미래평생교육원,언론기관부설,,146-82,경기도 부천시 중동로248번길 33,신풍프라자 502호,032-224-4656
2023,경기,부천시  ,우리들평생교육원,언론기관부설,,145-48,경기도 부천시 경인로 522,위드플러스타워306호,032-345-3397
2023,경기,부천시  ,행복가정평생교육센터,언론기관부설,,146-76,경기도 부천시 석천로 13,4층일부(상동),032-612-1366
2023,경기,부천시  ,부천YMCA(부천기독교청년회)평생교육원,시민사회단체부설,,146-22,경기도 부천시 석천로169번길 42,,032-325-3100
2023,경기,부천시  ,곰두리장애인문화예술평생교육원,시민사회단체부설,,145-46,경기도 부천시 역곡로496번길 84,,032-655-0911
2023,경기,부천시  ,중동평생교육원,시민사회단체부설,,144-07,경기도 부천시 길주로 263,,032-325-8291
2023,경기,부천시  ,도약원격평생교육원,원격형태,,145-43,경기도 부천시 상동로 105,404_ 405호,032-261-4966
2023,경기,부천시  ,부천신문사부설부천신문평생교육시설,언론기관부설,,145-38,경기도 부천시 석천로184번길 28,시티원빌딩 301호,032-321-7400
2023,경기,부천시  ,행복한샘평생교육원,언론기관부설,,145-47,경기도 부천시 석천로 15,홀트빌딩 3층,032-329-7607
2023,경기,부천시  ,한국건물종합관리사협회원격평생교육원,원격형태,,145-34,경기도 부천시 송내대로 28,,032-329-1156
2023,경기,부천시  ,부천대학교원격평생교육원,원격형태,,146-13,경기도 부천시 신흥로56번길 25,부천대학교 몽당도서관 5층 506호,032-610-0760
2023,경기,부천시  ,부천근로자종합복지관평생교육원,언론기관부설,,145-51,경기도 부천시 계남로 336,1층 관리사무실,032-661-3030
2023,경기,부천시  ,한국오르프평생교육원,언론기관부설,,145-89,경기도 부천시 원미구 조마루로 87,503-1호(상동 늘푸른종합상가),070-4905-9180
2023,경기,부천시  ,한국기업안전교육원평생교육시설,언론기관부설,,145-48,경기도 부천시 중동로248번길 121-9,301호,032-329-8396
2023,경기,부천시  ,모던필라테스상동점평생교육원,언론기관부설,,146-26,경기도 부천시 길주로 91,314호,032-321-4448
2023,경기,부천시  ,이마트문화센터중동점,사업장부설,유통업체 문화센터,145-80,경기도 부천시 석천로 188 이마트중동점,3층 일부 (중동),032-718-1250
2023,경기,부천시  ,실용교육원격평생교육원,원격형태,,145-47,경기도 부천시 중동로248번길 55,,032-323-6253
2023,경기,부천시  ,조이필라테스평생교육원,언론기관부설,,145-48,경기도 부천시 신흥로 178,,032-620-3844
2023,경기,부천시  ,구성원격평생교육시설,원격형태,,145-44,경기도 부천시 소향로 31,5층,032-205-8598
2023,경기,부천시  ,(주)드림힐평생교육시설,지식·인력개발형태,,145-44,경기도 부천시 송내대로265번길 17,효성프라자 301호,032-326-5590
2023,경기,부천시  ,문제풀이닷컴원격평생교육원,원격형태,,145-42,경기도 부천시 부일로221번길 31,,032-710-9155
2023,경기,부천시  ,에스에이치 이러닝 평생교육원,원격형태,,145-42,경기도 부천시 안곡로 11,,1566-3533
2023,경기,부천시  ,엘포트평생교육원,원격형태,,146-96,경기도 부천시 조마루로297번길 21,,1644-6712
2023,경기,부천시  ,지적에듀원격평생교육원,원격형태,,145-80,경기도 부천시 상동로117번길 31,,
2023,경기,부천시  ,비엔에듀원격평생교육원,원격형태,,145-43,경기도 부천시 부흥로 386,202호,032-614-0680
2023,경기,부천시  ,위드비젼평생교육원,언론기관부설,,146-30,경기도 부천시 중동로248번길 86,2122-804,
2023,경기,부천시  ,한국직장인교육지원센터평생교육원,원격형태,,145-48,경기도 부천시 부일로 754,,02-6022-6950
2023,경기,부천시  ,부천직업능력개발평생교육원,언론기관부설,,146-70,경기도 부천시 송내대로265번길 23,(예성프라자 6층),032-322-1616
2023,경기,부천시  ,케이이십일원격평생교육시설,원격형태,,145-42,경기도 부천시 길주로 284,,070-8018-3700
2023,경기,부천시  ,이브발레평생교육원,언론기관부설,,146-37,경기도 부천시 부천로 26,2층,032-612-6663
2023,경기,부천시  ,그레이스교육협회원격평생교육원,원격형태,,146-41,경기도 부천시 경인로 33,,
2023,경기,부천시  ,그레이스교육협회평생교육원,언론기관부설,,147-29,경기도 부천시 경인로 33,,
2023,경기,부천시  ,한국중앙교육평생교육원,언론기관부설,,145-98,경기도 부천시 조마루로 387,동양빌딩 302호,032-715-6601
2023,경기,부천시  ,행복한샘원격평생교육원,원격형태,,145-59,경기도 부천시 석천로 15,홀트빌딩 3층,032-329-7607
2023,경기,부천시  ,리본필라테스부천신중동점평생교육원,언론기관부설,,146-22,경기도 부천시 길주로 288,다운타운 403호 리본필라테스,032-323-9491
2023,경기,부천시  ,스타필드시티아카데미부천점,사업장부설,유통업체 문화센터,145-48,경기도 부천시 옥길로 1,스타필드시티부천점 4층 컬처클럽,02-6386-1400
2023,경기,부천시  ,리본필라테스부천옥길점평생교육원,언론기관부설,,147-89,경기도 부천시 옥길로 129,쌍용프라자 6층,
2023,경기,부천시  ,에스바디워크필라테스송내점평생교육원,언론기관부설,,147-84,경기도 부천시 부일로 202-13,5층 1호,032-327-9609
2023,경기,부천시  ,그녀의피트니스디얼핏(상동점)평생교육원,언론기관부설,,145-99,경기도 부천시 상동로 81,,
2023,경기,부천시  ,덧셈원격평생교육원,원격형태,,145-44,경기도 부천시 길주로 273,신명타운 602호,032-719-4841
2023,경기,부천시  ,배관기술평생교육원,언론기관부설,,145-82,경기도 부천시 조마루로 385번길 122,삼보테크노타워 146호,02-1644-5639
2023,경기,부천시  ,TG필라테스부천시청역점평생교육원,언론기관부설,,145-56,경기도 부천시 길주로 183,503_504_506호,032-327-1213
2023,경기,부천시  ,TG필라테스부천중앙공원점평생교육원,언론기관부설,,145-37,경기도 부천시 석천로 171,중동프라자 2층 209_210호,032-323-1513
2023,경기,부천시  ,올바로필라테스역곡점평생교육원,언론기관부설,,145-46,경기도 부천시 경인로 517,6층 601호,032-343-9609
2023,경기,부천시  ,행크에듀원격평생교육시설,원격형태,,146-76,경기도 부천시 길주로 137,6층 602-7호(상동_ 상록그린힐빌딩),032-327-5086
2023,경기,부천시  ,행복한평생교육원,언론기관부설,,145-42,경기도 부천시 부일로191번길 26,우신프라자 302_303호,
2023,경기,부천시  ,더베스트에듀원격평생교육원,원격형태,,145-98,경기도 부천시 양지로 208,507호,02-6221-8788
2023,경기,부천시  ,인어스필라테스송내점평생교육원,언론기관부설,,147-86,경기도 부천시 상일로 100,5층 501호 일부(상동_송내부건프라자),
2023,경기,부천시  ,좋은일컴퍼니원격평생교육원,원격형태,,145-98,경기도 부천시 신흥로 169,,
2023,경기,부천시  ,아나덴아카데미평생교육원,언론기관부설,,145-80,경기도 부천시 길주로 63,,
2023,경기,부천시  ,라온스원격평생교육시설,원격형태,,145-43,경기도 부천시 부흥로 413,3층,070-7390-1120
2023,경기,부천시  ,현대백화점중동점원격평생교육시설,원격형태,,145-73,경기도 부천시 길주로 180,4층 일부(중동 현대백화점중동점),032-623-3300
2023,경기,부천시  ,N필라테스평생교육원,언론기관부설,,145-48,경기도 부천시 상동로 90,메가플러스 506호,032-321-9696
2023,경기,부천시  ,가톨릭대학교원격평생교육시설,원격형태,,145-45,경기도 부천시 지봉로 43,김수환관 202호,02-2164-6587
2023,경기,부천시  ,로뎀문화센터,언론기관부설,,146-62,경기도 부천시 옥길로 116,퀸즈파크 A동 502호,02-1644-8543
2023,경기,부천시  ,보니따필라테스부천범박점평생교육원,언론기관부설,,147-86,경기도 부천시 범안로 117,303호,032-345-1926
2023,경기,부천시  ,보니따필라테스부천역곡점평생교육원,언론기관부설,,147-82,경기도 부천시 부일로 731,401,032-341-1926
2023,경기,부천시  ,부천천문대평생교육원,지식·인력개발형태,,146-71,경기도 부천시 길주로561번길 24,3층,032-677-3245
2023,경기,부천시  ,아띠필라테스평생교육원,언론기관부설,,144-79,경기도 부천시 지봉로 48,거남빌딩 2층,
2023,경기,부천시  ,우리평생교육원,언론기관부설,,146-72,경기도 부천시 부일로505번길 7,,
2023,경기,부천시  ,우아한번지앤필라테스부천상동점평생교육원,언론기관부설,,146-42,경기도 부천시 조마루로 87,504호,032-321-2666
2023,경기,부천시  ,제로천원격평생교육시설,원격형태,,145-89,경기도 부천시 상동로 113,8층 801호,
2023,경기,부천시  ,제로천클럽 평생교육시설,원격형태,,145-43,경기도 부천시 상동로 113,8층 801-15호,
2023,경기,부천시  ,코어나인필라테스평생교육원,언론기관부설,,145-43,경기도 부천시 상동로 87,703호,032-324-9301
2023,경기,안양시  ,한국품질보증원평생교육훈련센터,지식·인력개발형태,,140-54,경기도 안양시 만안구 만안로 49,2층 217호,031-469-9001
2023,경기,안양시  ,로도아이부설대한평생교육원,원격형태,,139-30,경기도 안양시 동안구 동편로 188,3층 로도아이,031-423-8542
2023,경기,안양시  ,한국문화센터평촌교육실평생교육시설,시민사회단체부설,,139-38,경기도 안양시 동안구 관악대로 488,인덕원 메트로빌 상가 423호,031-386-1555
2023,경기,안양시  ,홈플러스문화센터평촌점,사업장부설,유통업체 문화센터,139-51,경기도 안양시 동안구 동안로 162,,031-470-8003
2023,경기,안양시  ,뉴코아아울렛평생교육시설,사업장부설,유통업체 문화센터,140-46,경기도 안양시 동안구 동안로 119,평촌뉴코아 아울렛 문화센터,031-380-6682
2023,경기,안양시  ,아담리즈수학평촌평생교육센터,지식·인력개발형태,,140-73,경기도 안양시 동안구 시민대로 202,,031-387-8900
2023,경기,안양시  ,국제셀프리더쉽평생교육원,언론기관부설,,140-72,경기도 안양시 동안구 관악대로 103,106-2504,031-386-3319
2023,경기,안양시  ,세계로원격평생교육원,원격형태,,139-25,경기도 안양시 만안구 만안로 49,호정타워 814호,031-445-1366
2023,경기,과천시  ,월간로고스플러스부설 로고스평생교육시설,언론기관부설,,140-34,경기도 과천시 문원청계2길 50,로고스센터 2층,02-500-3464
2023,경기,안양시  ,롯데백화점평촌점문화센터,사업장부설,유통업체 문화센터,139-58,경기도 안양시 동안구 시민대로 180,7층 문화센터,031-8086-0730
2023,경기,안양시  ,봄빛베스텔 산후도우미평생교육원,언론기관부설,,140-73,경기도 안양시 동안구 관악대로 343,3층,031-385-0979
2023,경기,과천시  ,과천잉글리시타운,지식·인력개발형태,,139-38,경기도 과천시 참마을로 9,2층_ 3층 일부,02-502-1614
2023,경기,안양시  ,한국재능개발평생교육원,시민사회단체부설,,138-28,경기도 안양시 동안구 관악대로275번길 65-1,,
2023,경기,안양시  ,아가페평생교육원,언론기관부설,,140-64,경기도 안양시 동안구 흥안대로 390,평촌교회별관동 6층일부 평촌동 134-1,031-425-0204
2023,경기,안양시  ,중앙사이버평생교육원,원격형태,,140-64,경기도 안양시 만안구 문예로 35,익성빌딩 3층_ 5층,02-538-8543
2023,경기,안양시  ,랜드하나원격평생교육원,원격형태,,140-92,경기도 안양시 동안구 평촌대로 211번길16,,031-383-8088
2023,경기,과천시  ,컬쳐클럽과천점,사업장부설,유통업체 문화센터,140-72,경기도 과천시 별양상가2로 20,새서울프라자 3층 이마트 컬처클럽 과천점,02-6445-4175
2023,경기,안양시  ,더블유필라테스평생교육원,언론기관부설,,138-37,경기도 안양시 동안구 시민대로 171,금강벤처텔 311호,031-347-7775
2023,경기,안양시  ,차이홍스퀘어안양평생교육원,지식·인력개발형태,,139-91,경기도 안양시 동안구 시민대로199,BYC 7층 701호,031-427-7216
2023,경기,안양시  ,안양YWCA시민교육센터,시민사회단체부설,,140-47,경기도 안양시 동안구 경수대로 594,2층,031-455-2700
2023,경기,안양시  ,만지작평생교육원,언론기관부설,,141-09,경기도 안양시 만안구 장내로 164,청솔프라자 501호 외,031-347-2580
2023,경기,안양시  ,에듀넷평생교육원,원격형태,,139-95,경기도 안양시 동안구 엘에스로 142,614호_ 620호_ 621호(호계동),1833-2114
2023,경기,안양시  ,대한안전교육협회평생교육원,원격형태,,141-18,경기도 안양시 동안구 시민대로327번길 6,,1644-8771
2023,경기,안양시  ,이러닝메이트원격평생교육원,원격형태,,139-30,경기도 안양시 동안구 엘에스로 122,호계 데시앙플렉스 611호,031-340-4111
2023,경기,안양시  ,제이핏필라테스평촌평생교육원,언론기관부설,,141-18,경기도 안양시 동안구 관평로170번길 33,210호_ 211호 온필라테스라운지 평촌,031-387-9330
2023,경기,안양시  ,프로펫평생교육원,언론기관부설,,140-66,경기도 안양시 만안구 안양로 324,,
2023,경기,안양시  ,리본필라테스안양평촌점평생교육원,언론기관부설,,139-92,경기도 안양시 동안구 시민대로327번길 6,316호 317호 318호 (관양동 W에이스타워),031-422-4777
2023,경기,안양시  ,S바디워크필라테스안양점평생교육원,언론기관부설,,140-55,경기도 안양시 만안구 안양로 303,,02-851-9609
2023,경기,안양시  ,더센터오브필라테스인덕원평생교육원,언론기관부설,,140-01,경기도 안양시 동안구 흥안대로 467,,070-8819-3803
2023,경기,안양시  ,에듀야원격평생교육원,원격형태,,140-58,경기도 안양시 동안구 시민대로 361,에이스평촌타워 1014호,070-4900-3537
2023,경기,안양시  ,한토대평생교육원,언론기관부설,,140-57,경기도 안양시 동안구 부림로 174,4층,031-425-7114
2023,경기,안양시  ,블랙스완필라테스관양점평생교육원,언론기관부설,,140-55,경기도 안양시 동안구 관평로 312,2층_ 201호 일부,
2023,경기,안양시  ,꾸에르뽀필라테스평생교육원,언론기관부설,,139-37,경기도 안양시 동안구 귀인로 212,,
2023,경기,안양시  ,요가하라평생교육원,언론기관부설,,141-03,경기도 안양시 동안구 경수대로 611,,
2023,경기,안양시  ,글로벌셀러창업교육원,원격형태,,141-14,경기도 안양시 동안구 시민대로 387,,
2023,경기,안양시  ,IPEI국제필라테스평생교육원,언론기관부설,,140-57,경기도 안양시 만안구 장내로 63,,
2023,경기,안양시  ,그녀의피트니스디얼핏범계점평생교육원,언론기관부설,,140-21,경기도 안양시 동안구 평촌대로217번길 25,,
2023,경기,안양시  ,이브필라테스안양호계점평생교육원,언론기관부설,,140-72,경기도 안양시 동안구 귀인로 99,2층전부,031-427-5636
2023,경기,안양시  ,더마인드앤바디요가앤필라테스평생교육원,언론기관부설,,140-78,경기도 안양시 동안구 시민대로 202,406,031-387-5557
2023,경기,안양시  ,더에스기구필라테스평생교육원,언론기관부설,,139-80,경기도 안양시 만안구 박달로497번길 42,3층,031-469-7303
2023,경기,안양시  ,에스바디워크비산점평생교육원,언론기관부설,,139-87,경기도 안양시 동안구 관악대로 91,,031-444-1926
2023,경기,안양시  ,네임필라테스평생교육원,언론기관부설,,139-25,경기도 안양시 동안구 흥안대로145번길 127,,
2023,경기,안양시  ,케이온라인,원격형태,,141-09,경기도 안양시 동안구 안양판교로 20,,
2023,경기,안양시  ,하랑에듀평생교육원,원격형태,,139-43,경기도 안양시 동안구 엘에스로 142,,02-2157-5566
2023,경기,과천시  ,오렌지나무시스템평생교육원,언론기관부설,,141-18,경기도 과천시 뒷골로 22-21,,02-577-5303
2023,경기,안양시  ,향장협회평생교육시설,원격형태,,138-14,경기도 안양시 만안구 전파로 66,,1600-9517
2023,경기,안양시  ,중앙원격평생교육원,원격형태,,140-86,경기도 안양시 만안구 문예로 35,익성빌딩 4층,1566-1461
2023,경기,안양시  ,가온평생교육원,언론기관부설,,140-92,경기도 안양시 동안구 귀인로 190번길 119,1층,031-383-1338
2023,경기,안양시  ,기쁨주는평생교육원,언론기관부설,,141-03,경기도 안양시 만안구 안양로 148,3층(302),031-444-9004
2023,경기,과천시  ,오렌지나무시스템원격평생교육원,원격형태,,140-34,경기도 과천시 뒷골로 22-21,,02-577-5303
2023,경기,안양시  ,룩스필라테스의왕내손점평생교육원,언론기관부설,,138-14,경기도 안양시 동안구 포일로 8,B동 4층 일부(402호),031-421-2223
2023,경기,안양시  ,에듀케어원격평생교육원,원격형태,,140-64,경기도 안양시 동안구 엘에스로 142,,1833-4114
2023,경기,안양시  ,대림대학교원격평생교육원,원격형태,,140-55,경기도 안양시 동안구 임곡로 29,대림대학교 수람관 5층,031-467-4496
2023,경기,과천시  ,한국사이버원예대학평생교육원,언론기관부설,,139-16,경기도 과천시 뒷골1로 6,2층(201호 202호) 일부(과천동 용마라이프B동),02-507-1100
2023,경기,과천시  ,슈어필라테스평생교육원,언론기관부설,,138-14,경기도 과천시 별양상가1로 25,309호,02-504-0601
2023,경기,안양시  ,비비드필라테스평촌점평생교육원,언론기관부설,,138-37,경기도 안양시 부림로 121,동아프라자아케이드 903호 비비드필라테스,031-386-9664
2023,경기,안양시  ,비비드필라테스범계점평생교육원,언론기관부설,,140-72,경기도 안양시 동안구 시민대로 202,1001호,031-388-9664
2023,경기,안양시  ,룩스필라테스인덕원역점평생교육원,언론기관부설,,140-72,경기도 안양시 동안구 흥안대로 528,801호,031-423-2322
2023,경기,과천시  ,한국사이버원예대학원격평생교육원,원격형태,,139-43,경기도 과천시 뒷골1로 6,2층(201호 202호) 일부(과천동 용마라이프B동),02-507-1100
2023,경기,안양시  ,더올바른필라테스안양원격평생교육원,원격형태,,138-14,경기도 안양시 동안구 관악대로373번길 28,,
2023,경기,과천시  ,얼라이브커뮤니티,원격형태,,138-14,경기도 과천시 뒷골로 40-11,지층,02-567-4123
2023,경기,안양시  ,안양천문대평생교육원,지식·인력개발형태,,139-37,경기도 안양시 만안구 오리로34번길 7-31,박달동 형제빌딩 5층,031-464-3245
2023,경기,안양시  ,국화영원격평생교육원,원격형태,,139-76,경기도 안양시 동안구 벌말로 179-10,2층,1833-9801
2023,경기,안양시  ,인포디언스비즈니스연구소,원격형태,,139-49,경기도 안양시 동안구 시민대로 190,102동 608호,
2023,경기,안산시  ,안산여성노동자회,시민사회단체부설,,155-82,경기도 안산시 단원구 원본로3길 28,,031-495-6844
2023,경기,안산시  ,롯데백화점 문화센터,사업장부설,유통업체 문화센터,155-04,경기도 안산시 단원구 중앙대로 873,롯데백화점 안산점 신관 5층,031-412-1064
2023,경기,안산시  ,롯데문화센타안산점,사업장부설,유통업체 문화센터,153-60,경기도 안산시 상록구 항가울로 410,롯데마트 안산점 4층 문화센터,031-412-8756
2023,경기,안산시  ,컬처클럽 고잔점,사업장부설,유통업체 문화센터,152-99,경기도 안산시 단원구 원포공원1로 46,이마트 안산고잔점 3층 컬처클럽,031-599-1250
2023,경기,안산시  ,상록청소년수련관,지식·인력개발형태,,154-55,경기도 안산시 상록구 삼일로 696,,031-475-1981
2023,경기,안산시  ,안산화정영어마을지식인력개발평생교육시설,지식·인력개발형태,,152-93,경기도 안산시 단원구 꽃우물길 97,안산화정영어마을 (화정동),031-484-6100
2023,경기,안산시  ,피닉스리더십센터,지식·인력개발형태,,152-10,경기도 안산시 상록구 용신로 364,604호,031-501-9550
2023,경기,안산시  ,홈플러스문화센터고잔점,사업장부설,유통업체 문화센터,155-37,경기도 안산시 단원구 광덕대로 175,홈플러스 안산고잔점 1층 문화센터,031-433-2007
2023,경기,안산시  ,소비자평생교육원,시민사회단체부설,,154-71,경기도 안산시 상록구 양지편로 28 [ 이동 진성프라자 ],,031-484-3788
2023,경기,안산시  ,안산지역사회교육협의회학부모평생교육원,시민사회단체부설,,154-94,경기도 안산시 단원구 광덕서로 102,,031-417-4453
2023,경기,안산시  ,참안산평생교육원,시민사회단체부설,,154-61,경기도 안산시 단원구 원포공원1로 59,,031-483-0006
2023,경기,안산시  ,안산학시민대학,시민사회단체부설,,154-55,경기도 안산시 단원구 화랑로 260,와스타디움 1층,031-475-4700
2023,경기,안산시  ,다리꿈평생교육원,시민사회단체부설,,153-96,경기도 안산시 단원구 광덕3로 251,,031-416-7179
2023,경기,안산시  ,한마음평생교육원,시민사회단체부설,,154-65,경기도 안산시 상록구 본삼로 45,,070-8829-3382
2023,경기,안산시  ,다문화국제교육원,시민사회단체부설,,154-61,경기도 안산시 단원구 화랑로 65,,031-495-2288
2023,경기,안산시  ,제일평생교육원,시민사회단체부설,,153-74,경기도 안산시 단원구 예술대학로3길 10,,031-410-2565
2023,경기,안산시  ,안산시근로자종합복지관평생교육센터,시민사회단체부설,,152-39,경기도 안산시 단원구 선부광장로 47,,031-475-3360
2023,경기,안산시  ,굿퍼닝평생교육시설,언론기관부설,,155-04,경기도 안산시 상록구 예술광장로 1,,031-439-2200
2023,경기,안산시  ,안산와이엠씨에이평생교육원,시민사회단체부설,,152-88,경기도 안산시 단원구 광덕서로 62,고잔법조빌딩 505호,031-410-3570
2023,경기,안산시  ,한국외국어교육개발원,원격형태,,154-71,경기도 안산시 상록구 중보로 49,402호,031-403-3084
2023,경기,안산시  ,은빛둥지평생교육원,시민사회단체부설,,154-95,경기도 안산시 상록구 본오로2길 20,,031-438-4088
2023,경기,안산시  ,경기비전평생교육원,언론기관부설,,155-70,경기도 안산시 단원구 민속공원로 93,,031-483-2612
2023,경기,안산시  ,사단법인 안산YWCA,시민사회단체부설,,154-66,경기도 안산시 단원구 광덕서로 66,4층,031-483-6536
2023,경기,안산시  ,안산신문 부설 시민아카데미,언론기관부설,,154-71,경기도 안산시 상록구 광덕1로 375,강우프라자 601,031-482-2111
2023,경기,안산시  ,단원평생교육원,언론기관부설,,154-94,경기도 안산시 단원구 원포공원1로 19,201-1호,031-411-0408
2023,경기,안산시  ,크리스토퍼평생교육원,시민사회단체부설,,154-57,경기도 안산시 단원구 원포공원1로 30 405호,,031-8059-8953
2023,경기,안산시  ,상록평생교육원,시민사회단체부설,,153-82,경기도 안산시 상록구 용신로 164,,031-419-3434
2023,경기,안산시  ,국가대표F4전문평생교육시설,언론기관부설,,155-78,경기도 안산시 단원구 다문화길 15,,031-508-3456
2023,경기,안산시  ,망고파이원격평생교육시설,원격형태,,153-94,경기도 안산시 상록구 서암로1길 4-8,,031-438-0505
2023,경기,안산시  ,바디클리닉평생교육원,언론기관부설,,155-80,경기도 안산시 단원구 광덕2로 155-12,,031-414-5678
2023,경기,안산시  ,안산취업정보평생교육원,언론기관부설,,154-71,경기도 안산시 상록구 예술광장로 1,809호 (다농마트),031-486-8834
2023,경기,안산시  ,킴스요가고잔평생교육원,언론기관부설,,153-52,경기도 안산시 단원구 광덕3로 178 화승타운,609호,
2023,경기,안산시  ,안산타임스부설평생교육원,언론기관부설,,154-70,경기도 안산시 단원구 광덕대로206,,031-482-2530
2023,경기,안산시  ,이레평생교육원,언론기관부설,,154-62,경기도 안산시 상록구 양지편로 38 보은타운,,031-410-0042
2023,경기,안산시  ,이지원교육개발원,지식·인력개발형태,,154-94,경기도 안산시 단원구 다리간로 14,,031-407-0208
2023,경기,안산시  ,글로벌평생교육원,언론기관부설,,153-60,경기도 안산시 상록구 예술광장로 1,다농 8층,031-403-6494
2023,경기,안산시  ,안산평생교육원,시민사회단체부설,,152-88,경기도 안산시 단원구 다문화1길 42,,031-492-8786
2023,경기,안산시  ,더센터오브필라테스안산고잔평생교육원,언론기관부설,,153-94,경기도 안산시 단원구 광덕대로 193,,070-8819-3803
2023,경기,안산시  ,k-웰니스 평생교육원,언론기관부설,,154-61,경기도 안산시 단원구 고잔로 88,,031-480-3308
2023,경기,안산시  ,국가건설기술교육원,언론기관부설,,153-60,경기도 안산시 단원구 원곡로 36,,031-410-2757
2023,경기,안산시  ,에스바디워크필라테스(상록수점) 평생교육원,언론기관부설,,153-92,경기도 안산시 상록구 상록수로 40,송암빌딩 2층 에스바디워크필라테스 상록수점,
2023,경기,안산시  ,한양평생교육원,언론기관부설,,153-60,경기도 안산시 상록구 감골로 215,2층,031-414-5260
2023,경기,안산시  ,보니따필라테스 안산한대앞역점 평생교육원,언론기관부설,,152-88,경기도 안산시 상록구 광덕1로 386,,031-407-1926
2023,경기,안산시  ,프로펫 그루밍 인터내셔널 평생교육원,언론기관부설,,154-48,경기도 안산시 상록구 상록수안길 7,1층,031-438-9114
2023,경기,안산시  ,경기사회서비스교육원,시민사회단체부설,,155-33,경기도 안산시 상록구 예술광장1로 46,,031-365-3071
2023,경기,안산시  ,다나한요가(상록수점) 평생교육원,언론기관부설,,152-88,경기도 안산시 상록구 상록수로 54,2층 202호,
2023,경기,안산시  ,기왓골평생교육원,언론기관부설,,155-32,경기도 안산시 단원구 선부로 288,,031-403-2273
2023,경기,안산시  ,한국교육지원센터,시민사회단체부설,,152-55,경기도 안산시 단원구 광덕대로 142,707호,031-1644-7792
2023,경기,안산시  ,리즈플라잉요가 평생교육원,언론기관부설,,154-77,경기도 안산시 상록구 용신로 389,5층 리즈플라잉요가 평생교육원,
2023,경기,안산시  ,NARA평생교육원,언론기관부설,,155-32,경기도 안산시 단원구 고잔로 57-11,209호 (센터하임),031-484-4684
2023,경기,안산시  ,KD문화예술진흥원,원격형태,,153-52,경기도 안산시 상록구 상록수로 28,,031-408-8305
2023,경기,안산시  ,라온영상예술평생교육시설,원격형태,,155-32,경기도 안산시 단원구 고잔2길 9,,031-405-0667
2023,경기,안산시  ,클래스통,원격형태,,152-40,경기도 안산시 단원구 예술대학로 17,,031-319-7137
2023,경기,안산시  ,한국문화센터,언론기관부설,,153-60,경기도 안산시 단원구 고잔로 102,,031-487-3900
